Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Label
3772794,20,19,1095,1751,422,0,54.75,103.5287273,392,0,92.15789474,129.1563493,754.3481038,10.33716657,99284.05263,510302.8578,3159929,157,3732087,196425.6316,718444.6288,3159929,567,3770075,209448.6111,746041.5896,3197960,10659,0,0,0,0,640,628,5.30111106,5.036055507,0,422,71.15,115.7735522,13403.51538,0,1,0,0,0,0,0,0,0,72.97435897,54.75,92.15789474,0,0,0,0,0,0,20,1095,19,1751,-1,269,10,0,0,0,0,0,No VPN
21911,1,1,0,0,0,0,0,0,0,0,0,0,0,91.27835334,21911,0,21911,21911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,45.63917667,45.63917667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,269,0,0,0,0,0,0,No VPN
77166225,11,17,614,356,229,0,55.81818182,87.57490301,69,0,20.94117647,25.09101081,12.57026633,0.362853049,2858008.333,9423129.556,4.50E+07,0,6.15E+07,6151797.1,1.46E+07,4.50E+07,72,7.72E+07,4822889.063,1.20E+07,4.50E+07,0,0,0,0,0,340,532,0.142549412,0.220303637,0,229,33.44827586,58.56899851,3430.327586,0,0,0,0,1,0,0,0,1,34.64285714,55.81818182,20.94117647,0,0,0,0,0,0,11,614,17,356,-1,294,6,0,81714.66667,77432.60144,171024,33360,No VPN
482711,5,8,610,5553,517,0,122,224.4537814,1448,0,694.125,744.0926282,12767.47371,26.931228,40225.91667,73000.96269,173749,1,309104,77276,90417.91959,174441,1,347364,49623.42857,84747.21028,174541,1,0,0,0,0,160,276,10.35816462,16.57306339,0,1448,440.2142857,638.0915269,407160.7967,0,1,0,0,0,0,0,0,1,474.0769231,122,694.125,0,0,0,0,0,0,5,610,8,5553,-1,18,2,0,0,0,0,0,No VPN
137426,2,2,51,0,51,0,25.5,36.06244584,0,0,0,0,371.1088149,29.10657372,45808.66667,78120.39253,136012,146,136158,136158,0,136158,136158,1414,1414,0,1414,1414,0,0,0,0,64,52,14.55328686,14.55328686,0,51,10.2,22.80789337,520.2,0,0,0,0,1,0,0,0,1,12.75,25.5,0,0,0,0,0,0,0,2,51,2,0,-1,0,1,0,0,0,0,0,No VPN
93037839,7,9,105,159,35,0,15,18.70828693,35,0,17.66666667,16.80773631,2.837555159,0.17197304,6202522.6,1.28E+07,3.10E+07,1,9.30E+07,1.55E+07,1.69E+07,3.10E+07,31818,9.30E+07,1.16E+07,1.60E+07,3.10E+07,1,0,1,0,0,224,288,0.075238205,0.096734835,0,35,17.58823529,17.15757421,294.3823529,0,0,0,1,1,0,0,0,1,18.6875,15,17.66666667,0,0,0,0,0,0,7,105,9,159,-1,267,3,0,37661,4571.130167,42102,32970,No VPN
35988611,18,1,2250,125,125,125,125,0,125,125,125,0,65.99309987,0.527944799,1999367.278,1524.696221,2004048,1996808,3.40E+07,1999310.118,1551.613833,2004048,1996808,0,0,0,0,0,0,0,0,0,144,8,0.500158231,0.027786568,125,125,125,0,0,0,0,0,0,0,0,0,0,0,131.5789474,125,125,0,0,0,0,0,0,18,2250,1,125,-1,-1,18,0,0,0,0,0,No VPN
35928978,15,1,4110,274,274,274,274,0,274,274,274,0,122.0184999,0.445322992,2395265.2,873180.895,4338695,1597773,3.40E+07,2426979,897132.9368,4338695,1597773,0,0,0,0,0,0,0,0,0,120,8,0.417490305,0.027832687,274,274,274,0,0,0,0,0,0,0,0,0,0,0,291.125,274,274,0,0,0,0,0,0,15,4110,1,274,-1,-1,15,0,0,0,0,0,No VPN
34756439,17,1,6137,361,361,361,361,0,361,361,361,0,186.9581633,0.517889649,2044496.412,346391.0174,2763560,1457227,3.20E+07,1999554.938,302260.326,2478558,1457227,0,0,0,0,0,0,0,0,0,136,8,0.489118002,0.028771647,361,361,361,0,0,0,0,0,0,0,0,0,0,0,381.0555556,361,361,0,0,0,0,0,0,17,6137,1,361,-1,-1,17,0,0,0,0,0,No VPN
35421936,18,1,6642,369,369,369,369,0,369,369,369,0,197.9281991,0.536390783,1967885.333,395931.4572,2645100,1493427,3.39E+07,1995794.647,389438.4341,2645100,1538923,0,0,0,0,0,0,0,0,0,144,8,0.50815969,0.028231094,369,369,369,0,0,0,0,0,0,0,0,0,0,0,388.4210526,369,369,0,0,0,0,0,0,18,6642,1,369,-1,-1,18,0,0,0,0,0,No VPN
97525103,4,1,0,0,0,0,0,0,0,0,0,0,0,0.051268851,2.44E+07,2.52E+07,6.06E+07,2384130,7.97E+07,2.66E+07,3.03E+07,6.06E+07,2384130,0,0,0,0,0,0,0,0,0,0,0,0.041015081,0.01025377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,2384130,0,2384130,2384130,No VPN
115187209,7,1,1283,141,273,87,183.2857143,87.22712553,141,141,141,0,12.36248375,0.069452156,1.65E+07,1.71E+07,4.24E+07,1023457,8.25E+07,1.38E+07,1.70E+07,4.24E+07,1023457,0,0,0,0,0,0,0,0,0,56,8,0.060770636,0.008681519,87,273,173.8888889,77.80816867,6054.111111,0,0,0,0,0,0,0,0,0,195.625,183.2857143,141,0,0,0,0,0,0,7,1283,1,141,-1,-1,7,0,7368056,0,7368056,7368056,No VPN
90070647,2,4,0,0,0,0,0,0,0,0,0,0,0,0.066614377,1.80E+07,2.46E+07,4.50E+07,23012,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,9.01E+07,3.00E+07,2.60E+07,4.50E+07,23012,0,0,0,0,40,116,0.022204792,0.044409584,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,265,0,0,26148.5,4435.680838,29285,23012,No VPN
640190,20,17,1069,4673,320,0,53.45,85.82814837,1424,0,274.8823529,460.381755,8969.212265,57.79534201,17783.05556,57468.18391,337835,0,612453,32234.36842,79759.87702,337995,11,602199,37637.4375,83235.59302,337997,0,0,0,0,0,640,564,31.24072541,26.5546166,0,1424,151.1052632,329.0116887,108248.6913,0,1,0,0,0,0,0,0,0,155.1891892,53.45,274.8823529,0,0,0,0,0,0,20,1069,17,4673,-1,69,11,0,0,0,0,0,No VPN
143,0,2,0,0,0,0,0,0,0,0,0,0,0,13986.01399,143,0,143,143,0,0,0,0,0,143,143,0,143,143,0,0,0,0,0,64,0,13986.01399,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,No VPN
119985620,4,1,176,44,44,44,44,0,44,44,44,0,1.833553054,0.04167166,3.00E+07,7221.914935,3.00E+07,3.00E+07,9.00E+07,3.00E+07,1221.93385,3.00E+07,3.00E+07,0,0,0,0,0,0,0,0,0,32,8,0.033337328,0.008334332,44,44,44,0,0,0,0,0,0,0,0,0,0,0,52.8,44,44,0,0,0,0,0,0,4,176,1,44,-1,-1,4,0,0,0,0,0,No VPN
403174,20,18,1015,5333,320,0,50.75,82.20185361,1424,0,296.2777778,502.5325047,15745.06293,94.25210951,10896.59459,25244.98307,125207,0,373219,19643.10526,38925.72118,127233,19,397339,23372.88235,34310.60274,125373,0,0,0,0,0,640,596,49.60637343,44.64573608,0,1424,162.7692308,363.457408,132101.2874,0,1,0,0,0,0,0,0,0,167.0526316,50.75,296.2777778,0,0,0,0,0,0,20,1015,18,5333,-1,69,11,0,0,0,0,0,No VPN
119,0,2,0,0,0,0,0,0,0,0,0,0,0,16806.72269,119,0,119,119,0,0,0,0,0,119,119,0,119,119,0,0,0,0,0,64,0,16806.72269,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,No VPN
90169026,20,23,2390,4650,1218,0,119.5,282.0499209,1400,0,202.173913,469.6862253,78.07559106,0.476882161,2146881.571,8455686.978,4.50E+07,0,9.01E+07,4744429.526,1.23E+07,4.50E+07,24,9.02E+07,4098592.091,1.15E+07,4.50E+07,0,0,1,0,0,628,736,0.221805656,0.255076505,0,1400,161.8636364,387.1316458,149870.9112,0,0,0,1,1,0,0,0,1,165.627907,119.5,202.173913,0,0,0,0,0,0,20,2390,23,4650,-1,334,12,0,151709.6667,169453.9451,344089,24580,No VPN
109181006,20,24,1841,6603,767,0,92.05,200.0317014,1400,0,275.125,487.8750118,77.33945958,0.4030005,2539093.163,9919803.119,4.50E+07,0,1.09E+08,5743949.316,1.45E+07,4.50E+07,30,1.09E+08,4747000.261,1.33E+07,4.50E+07,0,0,0,0,0,616,788,0.183182045,0.219818455,0,1400,187.6444444,388.3646456,150827.098,0,1,0,0,0,0,0,0,1,191.9090909,92.05,275.125,0,0,0,0,0,0,20,1841,24,6603,-1,268,11,0,59426.66667,36397.57481,100122,29985,No VPN
67877892,7,6,659,826,595,0,94.14285714,222.1414178,614,0,137.6666667,248.2850512,21.87752089,0.191520385,5656491,1.40E+07,4.50E+07,1,6.79E+07,1.13E+07,1.89E+07,4.50E+07,507,4.51E+07,9020625.4,2.01E+07,4.50E+07,1,0,0,0,0,212,212,0.103126361,0.088394024,0,614,106.0714286,218.8334331,47888.07143,0,1,0,0,0,0,0,0,0,114.2307692,94.14285714,137.6666667,0,0,0,0,0,0,7,659,6,826,-1,261,2,0,74123,0,74123,74123,No VPN
118870783,15,15,3122,1524,1253,0,208.1333333,447.1357842,878,0,101.6,245.9316978,39.08445694,0.252374883,4098992.517,6775382.972,1.54E+07,0,1.19E+08,8490390.071,7663342.625,1.54E+07,276,1.19E+08,8490755.857,7668146.198,1.54E+07,0,0,0,0,0,480,500,0.126187442,0.126187442,0,1253,149.8709677,353.7470605,125136.9828,0,1,0,0,0,0,0,0,1,154.8666667,208.1333333,101.6,0,0,0,0,0,0,15,3122,15,1524,-1,8,4,0,38667.25,71316.81566,158354,148,No VPN
118811295,15,15,3062,1524,1223,0,204.1333333,437.1336616,878,0,101.6,245.9316978,38.59902377,0.252501246,4096941.207,6767287.08,1.54E+07,61,1.19E+08,8486155,7650524.711,1.54E+07,171,1.19E+08,8486512.071,7655218.862,1.54E+07,3339,0,0,0,0,480,500,0.126250623,0.126250623,0,1223,147.9354839,347.535028,120780.5957,0,1,0,0,0,0,0,0,1,152.8666667,204.1333333,101.6,0,0,0,0,0,0,15,3062,15,1524,-1,8,4,0,46282,90727.64795,242138,132,No VPN
93780751,5,1,601,195,127,93,120.2,15.20526225,195,195,195,0,8.487882551,0.063979014,1.88E+07,2.47E+07,6.09E+07,1023151,7.39E+07,1.85E+07,2.85E+07,6.09E+07,1023151,0,0,0,0,0,0,0,0,0,40,8,0.053315845,0.010663169,93,195,141.5714286,38.55237625,1486.285714,0,0,0,0,0,0,0,0,0,165.1666667,120.2,195,0,0,0,0,0,0,5,601,1,195,-1,-1,5,0,3991429,0,3991429,3991429,No VPN
90059633,2,4,0,0,0,0,0,0,0,0,0,0,0,0.066622523,1.80E+07,2.46E+07,4.50E+07,18800,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,9.01E+07,3.00E+07,2.60E+07,4.50E+07,19728,0,0,0,0,40,116,0.022207508,0.044415016,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,261,0,0,19264,656.1950929,19728,18800,No VPN
37326617,512,12933,4946,1.87E+07,542,0,9.66015625,71.03196363,1448,0,1446.106626,47.96730344,501182.3868,360.198729,2776.451726,252739.1743,2.93E+07,0,7882380,15425.40117,42662.43623,165905,4,3.73E+07,2886.376199,257699.5819,2.93E+07,0,0,0,0,0,18240,413876,13.71675338,346.4819756,0,1448,1391.301725,279.5214418,78132.23644,0,1,0,0,0,0,0,0,25,1391.405206,9.66015625,1446.106626,0,0,0,0,0,0,512,4946,12933,18702497,-1,18,10,0,8039354,0,8039354,8039354,No VPN
1325,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,23396.22642,2264.150943,662.5,71.4177849,713,612,713,713,0,713,713,0,0,0,0,0,0,0,0,0,64,32,1509.433962,754.7169811,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0,0,0,0,0,0,0,2,31,1,0,-1,28088,1,0,0,0,0,0,No VPN
486815,5,8,610,5553,517,0,122,224.4537814,1448,0,694.125,744.0926282,12659.83998,26.70418948,40567.91667,73334.25516,173493,1,312520,78130,90518.71586,169383,5,343118,49016.85714,83717.97842,173493,1,0,0,0,0,160,276,10.27084211,16.43334737,0,1448,440.2142857,638.0915269,407160.7967,0,1,0,0,0,0,0,0,1,474.0769231,122,694.125,0,0,0,0,0,0,5,610,8,5553,-1,18,2,0,0,0,0,0,No VPN
141855,2,2,51,0,51,0,25.5,36.06244584,0,0,0,0,359.5220472,28.19780762,47285,81766.68984,141701,1,141854,141854,0,141854,141854,154,154,0,154,154,0,0,0,0,64,52,14.09890381,14.09890381,0,51,10.2,22.80789337,520.2,0,0,0,0,1,0,0,0,1,12.75,25.5,0,0,0,0,0,0,0,2,51,2,0,-1,0,1,0,0,0,0,0,No VPN
109878858,16,1,3775,82,366,82,235.9375,134.6310854,82,82,82,0,35.1022942,0.154715842,6867428.625,1.05E+07,3.21E+07,204680,9.79E+07,6526633.733,1.08E+07,3.21E+07,204680,0,0,0,0,0,0,0,0,0,128,8,0.14561491,0.009100932,82,366,218.8333333,135.9088146,18471.20588,0,0,0,0,0,0,0,0,0,231.7058824,235.9375,82,0,0,0,0,0,0,16,3775,1,82,-1,-1,16,0,9013715,0,9013715,9013715,No VPN
37657340,524,12958,4946,1.87E+07,542,0,9.438931298,70.22723355,1448,0,1442.30676,76.64668609,496433.285,358.0178526,2793.363994,251205.204,2.91E+07,0,8347611,15961.0153,42998.2861,164257,4,3.77E+07,2906.331713,256238.8833,2.91E+07,0,0,0,0,0,18984,414676,13.91494991,344.1029026,0,1448,1386.513165,287.5341702,82675.89901,0,1,0,0,0,0,0,0,24,1386.616007,9.438931298,1442.30676,0,0,0,0,0,0,524,4946,12958,18689411,-1,18,10,0,8508812,0,8508812,8508812,No VPN
882,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,35147.39229,3401.360544,441,52.32590181,478,404,404,404,0,404,404,0,0,0,0,0,0,0,0,0,64,32,2267.573696,1133.786848,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0,0,0,0,0,0,0,2,31,1,0,-1,43745,1,0,0,0,0,0,No VPN
119189570,117,1,8775,75,75,75,75,0,75,75,75,0,74.25146345,0.990019513,1018714.274,186394.5373,2966155,916606,1.18E+08,1018667.56,187202.5063,2966155,916606,0,0,0,0,0,0,0,0,0,936,8,0.981629517,0.008389996,75,75,75,0,0,0,0,0,0,0,0,0,0,0,75.63559322,75,75,0,0,0,0,0,0,117,8775,1,75,-1,-1,117,0,0,0,0,0,No VPN
116840983,17,1,2516,148,148,148,148,0,148,148,148,0,22.800219,0.154055534,6872999,6702950.26,3.29E+07,5055386,1.12E+08,6982544.688,6907042.806,3.29E+07,5055386,0,0,0,0,0,0,0,0,0,136,8,0.145496893,0.008558641,148,148,148,0,0,0,0,0,0,0,0,0,0,0,156.2222222,148,148,0,0,0,0,0,0,17,2516,1,148,-1,-1,17,0,0,0,0,0,No VPN
116840962,17,1,0,0,0,0,0,0,0,0,0,0,0,0.154055561,6872997.765,6702935.482,3.29E+07,5055320,1.12E+08,6982543.75,6907027.423,3.29E+07,5055320,0,0,0,0,0,0,0,0,0,136,8,0.145496919,0.008558642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,-1,-1,0,0,0,0,0,0,No VPN
118680958,362,1,0,0,0,0,0,0,0,0,0,0,0,3.058620406,327847.9503,1601628.239,1.51E+07,0,1.19E+08,328756.1108,1603757.842,1.51E+07,0,0,0,0,0,0,0,0,0,0,0,0,3.050194455,0.008425952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,1,0,-1,-1,0,0,9767623.4,9644415.183,2.54E+07,712565,No VPN
110053819,23,13,7083,3632,644,0,307.9565217,328.8791541,644,249,279.3846154,109.5532888,97.36145549,0.327112683,3144394.829,4691019.301,9979852,235,1.10E+08,5001330.909,5089447.232,9979852,22312,1.10E+08,9171126.333,2880531.351,1.00E+07,24232,0,1,0,0,736,416,0.208988659,0.118124024,0,644,307,271.1641569,73530,0,0,0,1,1,0,0,0,0,315.5277778,307.9565217,279.3846154,0,0,0,0,0,0,23,7083,13,3632,-1,130,11,0,28829.36364,5170.271642,38093,22312,No VPN
119621255,15,15,581,499,74,29,38.73333333,12.84226653,41,31,33.26666667,3.283436063,9.028495814,0.25079155,4124870.862,7953151.59,1.96E+07,1,1.19E+08,8516386.214,9839697.399,1.96E+07,158,1.20E+08,8542353.571,9789909.896,1.96E+07,1,0,0,0,0,120,120,0.125395775,0.125395775,29,74,36.16129032,9.501216674,90.27311828,0,0,0,0,0,0,0,0,1,37.36666667,38.73333333,33.26666667,0,0,0,0,0,0,15,581,15,499,-1,-1,15,0,508448.6667,60106.65649,595358,432608,No VPN
65000235,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03076912,6.50E+07,0,6.50E+07,6.50E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01538456,0.01538456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,No VPN
104893956,11,13,379,425,41,29,34.45454545,6.266795614,41,31,32.69230769,2.689008968,7.664883952,0.228802506,4560606.783,6110561.257,1.54E+07,4739,1.00E+08,1.00E+07,5588121.585,1.54E+07,4643012,1.05E+08,8741163,5927607.74,1.54E+07,11992,0,0,0,0,88,104,0.104867815,0.123934691,29,41,33.8,4.795831523,23,0,0,0,0,0,0,0,0,1,35.20833333,34.45454545,32.69230769,0,0,0,0,0,0,11,379,13,425,-1,-1,11,0,4728492.2,61704.92118,4808098,4655440,No VPN
90302688,15,17,4549,1151,1090,0,303.2666667,491.698727,240,0,67.70588235,95.49068325,63.12104464,0.354363759,2912989.935,8972322.473,2.99E+07,146,9.03E+07,6449345.929,1.27E+07,2.99E+07,4530,9.03E+07,5643895.5,1.20E+07,2.99E+07,4580,0,1,0,0,480,544,0.166108012,0.188255747,0,1090,174.6363636,352.9195923,124552.2386,0,0,0,1,1,0,0,0,1,180.09375,303.2666667,67.70588235,0,0,0,0,0,0,15,4549,17,1151,-1,501,7,0,157335.3333,7338.109384,164746,150072,No VPN
103456443,30,26,1110,1144,308,0,37,61.45309397,318,0,44,73.34575652,21.78694661,0.541290599,1881026.236,5607165.722,2.08E+07,0,1.03E+08,3566153.034,7376593.84,2.08E+07,0,1.03E+08,4138257.72,7826271.811,2.08E+07,13,0,1,0,0,960,832,0.289977107,0.251313492,0,318,41.05263158,66.37916547,4406.193609,0,0,0,1,1,0,0,0,0,41.78571429,37,44,0,0,0,0,0,0,30,1110,26,1144,-1,2048,14,0,74483.66667,94137.62277,266633,35189,No VPN
90108785,7,9,129,203,43,0,18.42857143,22.9844668,43,0,22.55555556,21.41909844,3.68443543,0.177563153,6007252.333,1.24E+07,3.00E+07,1,9.01E+07,1.50E+07,1.64E+07,3.00E+07,20305,9.01E+07,1.13E+07,1.55E+07,3.00E+07,1,0,1,0,0,224,288,0.07768388,0.099879274,0,43,22.05882353,21.4664581,460.8088235,0,0,0,1,1,0,0,0,1,23.4375,18.42857143,22.55555556,0,0,0,0,0,0,7,129,9,203,-1,270,3,0,24024,3234.551437,26182,20305,No VPN
54481850,3,1,483,487,349,50,161,163.6978925,487,487,487,0,17.80409439,0.073418946,1.82E+07,2.26E+07,4.35E+07,103001,4.36E+07,2.18E+07,3.07E+07,4.35E+07,103001,0,0,0,0,0,0,0,0,0,24,8,0.055064209,0.018354736,50,487,291.4,212.7940319,45281.3,0,0,0,0,0,0,0,0,0,364.25,161,487,0,0,0,0,0,0,3,483,1,487,-1,-1,3,0,0,0,0,0,No VPN
113859950,28,33,6602,11218,1400,0,235.7857143,416.3329648,1400,0,339.9393939,507.6175319,156.508061,0.535745888,1897665.833,8625989.328,4.50E+07,0,1.14E+08,4215331.407,1.26E+07,4.50E+07,11,1.14E+08,3558123.438,1.16E+07,4.50E+07,0,0,0,0,0,872,1076,0.245916145,0.289829743,0,1400,287.4193548,464.7209121,215965.5262,0,1,0,0,0,0,0,0,1,292.1311475,235.7857143,339.9393939,0,0,0,0,0,0,28,6602,33,11218,-1,338,16,0,68050,75550.60055,155228,21652,No VPN
32562980,1,1,50,487,50,50,50,0,487,487,487,0,16.49111967,0.06141944,3.26E+07,0,3.26E+07,3.26E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.03070972,0.03070972,50,487,341.3333333,252.3020676,63656.33333,0,0,0,0,0,0,0,0,1,512,50,487,0,0,0,0,0,0,1,50,1,487,-1,-1,1,0,0,0,0,0,No VPN
60925687,1,1,85,85,85,85,85,0,85,85,85,0,2.790284499,0.032826876,6.09E+07,0,6.09E+07,6.09E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.016413438,0.016413438,85,85,85,0,0,0,0,0,0,0,0,0,0,1,127.5,85,85,0,0,0,0,0,0,1,85,1,85,-1,-1,1,0,0,0,0,0,No VPN
69154452,3,1,853,94,714,45,284.3333333,372.9079422,94,94,94,0,13.69398459,0.05784154,2.31E+07,1.64E+07,3.64E+07,4682093,4.10E+07,2.05E+07,2.24E+07,3.64E+07,4682093,0,0,0,0,0,0,0,0,0,24,8,0.043381155,0.014460385,45,714,208.2,283.5457635,80398.2,0,0,0,0,0,0,0,0,0,260.25,284.3333333,94,0,0,0,0,0,0,3,853,1,94,-1,-1,3,0,4682093,0,4682093,4682093,No VPN
60004910,1,1,36,36,36,36,36,0,36,36,36,0,1.199901808,0.033330606,6.00E+07,0,6.00E+07,6.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.016665303,0.016665303,36,36,36,0,0,0,0,0,0,0,0,0,0,1,54,36,36,0,0,0,0,0,0,1,36,1,36,-1,-1,1,0,0,0,0,0,No VPN
99533564,6,1,1145,197,197,160,190.8333333,15.10518675,197,197,197,0,13.48288905,0.070328035,1.66E+07,2.19E+07,4.82E+07,916591,9.86E+07,1.97E+07,2.30E+07,4.82E+07,1023913,0,0,0,0,0,0,0,0,0,48,8,0.060281173,0.010046862,160,197,192.375,13.08147545,171.125,0,0,0,0,0,0,0,0,0,219.8571429,190.8333333,197,0,0,0,0,0,0,6,1145,1,197,-1,-1,6,0,970252,75888.11397,1023913,916591,No VPN
103908628,11,7,370,500,74,0,33.63636364,38.64523962,74,71,71.42857143,1.133893419,8.372740712,0.173229118,6112272.235,9880812.919,2.59E+07,178,1.04E+08,1.04E+07,1.11E+07,2.59E+07,23638,1.04E+08,1.73E+07,8979469.677,2.59E+07,31426,0,1,0,0,352,224,0.105862239,0.067366879,0,74,49.68421053,34.70198943,1204.22807,0,0,0,1,1,0,0,0,0,52.44444444,33.63636364,71.42857143,0,0,0,0,0,0,11,370,7,500,-1,292,5,0,27934.2,3631.535653,31630,23638,No VPN
78300372,11,17,615,356,230,0,55.90909091,87.7729509,69,0,20.94117647,25.09101081,12.40096279,0.357597279,2900013.778,9485639.255,4.50E+07,0,6.24E+07,6238414.8,1.46E+07,4.50E+07,40,7.83E+07,4893773.25,1.21E+07,4.50E+07,0,0,0,0,0,340,532,0.140484645,0.217112634,0,230,33.48275862,58.68841495,3444.330049,0,0,0,0,1,0,0,0,1,34.67857143,55.90909091,20.94117647,0,0,0,0,0,0,11,615,17,356,-1,306,6,0,83061.66667,74482.58401,169061,39201,No VPN
93043740,7,9,105,159,35,0,15,18.70828693,35,0,17.66666667,16.80773631,2.837375196,0.171962133,6202916,1.28E+07,3.10E+07,1,9.30E+07,1.55E+07,1.69E+07,3.10E+07,30705,9.30E+07,1.16E+07,1.60E+07,3.10E+07,1,0,1,0,0,224,288,0.075233433,0.0967287,0,35,17.58823529,17.15757421,294.3823529,0,0,0,1,1,0,0,0,1,18.6875,15,17.66666667,0,0,0,0,0,0,7,105,9,159,-1,267,3,0,33594,4395.947111,38653,30705,No VPN
90006234,3,1,132,44,44,44,44,0,44,44,44,0,1.95542011,0.044441366,3.00E+07,127.5774275,3.00E+07,3.00E+07,6.00E+07,3.00E+07,24.04163056,3.00E+07,3.00E+07,0,0,0,0,0,0,0,0,0,24,8,0.033331025,0.011110342,44,44,44,0,0,0,0,0,0,0,0,0,0,0,55,44,44,0,0,0,0,0,0,3,132,1,44,-1,-1,3,0,0,0,0,0,No VPN
90618875,15,14,1321,5069,517,0,88.06666667,166.1025787,1424,0,362.0714286,569.6076199,70.51511068,0.320021629,3236388.393,1.18E+07,4.50E+07,1,9.06E+07,6468744,1.63E+07,4.50E+07,122,9.06E+07,6970682.692,1.69E+07,4.50E+07,1,0,0,0,0,456,468,0.165528429,0.1544932,0,1424,213,423.2368702,179129.4483,0,1,0,0,0,0,0,0,0,220.3448276,88.06666667,362.0714286,0,0,0,0,0,0,15,1321,14,5069,-1,68,7,0,294635.5,376853.2661,561111,28160,No VPN
3,0,2,0,39,0,0,0,0,39,0,19.5,27.57716447,1.30E+07,666666.6667,3,0,3,3,0,0,0,0,0,3,3,0,3,3,0,1,0,0,0,64,0,666666.6667,0,39,26,22.5166605,507,0,0,0,1,1,0,0,0,0,39,0,19.5,0,0,0,0,0,0,0,0,2,39,-1,68,0,0,0,0,0,0,No VPN
444,2,1,0,0,0,0,0,0,0,0,0,0,0,6756.756757,222,178.1909089,348,96,348,348,0,348,348,0,0,0,0,0,0,0,0,0,64,32,4504.504505,2252.252252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2047,0,0,0,0,0,0,No VPN
